3
17
43
59
39
24
15
16
17
24
9
1
3
16
42
54
36
24
15
14
13
23
9
1
3
17
43
55
36
23
15
14
16
25
9
1
3
16
43
57
35
21
14
15
14
23
10
1
3
16
28
43
57
31
14
15
16
23
10
1
2
10
17
18
28
24
13
10
18
32
14
3
1
6
10
12
18
18
8
3
3
20
16
1
